hyperparameters,accuracy_score,f1_score
"['nndsvdar', 'mu', 'frobenius', 0, 0.001, 0.75]",0.8375838926174497,0.8340131599863184
"['nndsvda', 'mu', 'frobenius', 0, 0.1, 0.25]",0.8375838926174497,0.8332308791972679
"['nndsvdar', 'mu', 'frobenius', 0, 0.01, 0.25]",0.836241610738255,0.8326656075189974
"['nndsvda', 'mu', 'frobenius', 0, 0.01, 0.5]",0.836241610738255,0.8314576762601895
"['nndsvda', 'mu', 'frobenius', 0, 0.1, 0.5]",0.8322147651006712,0.8268820657519363
"['nndsvda', 'mu', 'frobenius', 0, 1, 0.5]",0.8322147651006712,0.8268820657519363
"['nndsvdar', 'mu', 'frobenius', 0, 1, 0.25]",0.8308724832214766,0.8267457589767141
"['nndsvdar', 'mu', 'frobenius', 0, 0.1, 0.25]",0.8308724832214766,0.8267457589767141
"['nndsvdar', 'mu', 'frobenius', 0, 0.001, 1]",0.8308724832214766,0.8269597075352672
"['nndsvda', 'mu', 'frobenius', 0, 0.001, 1]",0.8302013422818791,0.8257731830958704
"['nndsvdar', 'mu', 'frobenius', 0, 0.01, 0.5]",0.8302013422818791,0.8258832948084819
"['nndsvda', 'mu', 'frobenius', 0, 0.01, 0.75]",0.8295302013422818,0.8239000649504653
"['nndsvdar', 'mu', 'frobenius', 0, 0.01, 0.75]",0.8288590604026845,0.8235899548216101
"['nndsvdar', 'mu', 'frobenius', 0, 1, 0.75]",0.8288590604026845,0.823132223411311
"['nndsvdar', 'mu', 'frobenius', 0, 0.1, 0.75]",0.8281879194630872,0.8225428549108329
"['nndsvda', 'mu', 'frobenius', 0, 0.1, 0.75]",0.8261744966442953,0.8199906232983991
"['nndsvda', 'mu', 'frobenius', 0, 1, 0.75]",0.825503355704698,0.8191873006461533
"['nndsvdar', 'mu', 'frobenius', 0, 0.01, 1]",0.8248322147651007,0.8186997381406084
"['nndsvdar', 'mu', 'frobenius', 0, 0.1, 0.5]",0.8248322147651007,0.8198517591750538
"['nndsvdar', 'mu', 'frobenius', 0, 1, 0.5]",0.8248322147651007,0.8198517591750538
"['nndsvda', 'mu', 'frobenius', 0, 1, 1]",0.8241610738255034,0.8172852455155056
"['nndsvda', 'mu', 'frobenius', 0, 0.1, 1]",0.8241610738255034,0.8173139403613695
"['nndsvdar', 'mu', 'frobenius', 0, 0.1, 1]",0.823489932885906,0.8168792737208606
"['nndsvdar', 'mu', 'frobenius', 0, 1, 1]",0.823489932885906,0.8168491390677556
"['nndsvda', 'mu', 'frobenius', 0, 0.01, 1]",0.823489932885906,0.8168792737208606
"['nndsvda', 'mu', 'kullback-leibler', 1, 0.0001, 0.25]",0.8120805369127517,0.8094805310393014
"['nndsvda', 'mu', 'kullback-leibler', 0.001, 0.1, 0.5]",0.7953020134228188,0.7944670139546124
"['nndsvdar', 'mu', 'kullback-leibler', 1, 0.0001, 0.25]",0.7939597315436242,0.7917680505356678
"['nndsvdar', 'mu', 'kullback-leibler', 0.001, 0.1, 0.5]",0.7832214765100671,0.7835687041652185
"['nndsvda', 'mu', 'kullback-leibler', 0.01, 'same', 0.5]",0.7791946308724832,0.7751562687955283
"['nndsvda', 'mu', 'kullback-leibler', 0.01, 0.01, 0.5]",0.7791946308724832,0.7751562687955283
"['nndsvdar', 'mu', 'kullback-leibler', 0.01, 0.01, 0.5]",0.776510067114094,0.7747548408676032
"['nndsvdar', 'mu', 'kullback-leibler', 0.01, 'same', 0.5]",0.776510067114094,0.7747548408676032
"['nndsvdar', 'cd', 'frobenius', 0, 0.001, 1]",0.6718120805369128,0.6158996813199472
"['nndsvd', 'cd', 'frobenius', 0, 0.001, 1]",0.6718120805369128,0.6158996813199472
"['nndsvda', 'cd', 'frobenius', 0, 0.001, 1]",0.6718120805369128,0.6158996813199472
"['nndsvdar', 'mu', 'kullback-leibler', 0.1, 0.001, 0.5]",0.6046979865771812,0.5482301432355418
"['nndsvda', 'mu', 'kullback-leibler', 0.1, 0.001, 0.5]",0.5859060402684564,0.5314661453732782
